srcNumPackets,dstNumPackets,srcPayloadSize,dstPayloadSize,srcAvgPayloadSize,dstAvgPayloadSize,srcMaxPayloadSize,dstMaxPayloadSize,srcStdDevPayloadSize,dstStdDevPayloadSize,flowDuration,srcAvgInterarrivalTime,dstAvgInterarrivalTime,avgInterarrivalTime,srcStdDevInterarrivalTime,dstStdDevInterarrivalTime,stdDevInterarrivalTime
13.5,0,57.2,0,57.938947368421054,0,58.0,0,0.2093187513077744,0,0.0023876190185546,166421613.84350562,0,166421613.84350562,0,0,0
9.5,0,110.92,0,110.15964110206102,0,228.38,0,53.79413337351694,0,7087.81030595541,83241129.87669933,0,83241129.87669933,0,0,0
5.5,0,281.8,0,231.4613492063492,0,423.0,0,108.67250753556172,0,0.1950722932815551,0.0055490970611572,0,0.0055490970611572,0,0,0
5.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.008145523071289,4.248619079589844e-05,0,4.248619079589844e-05,0,0,0
5.5,0,68.4,0,68.3295238095238,0,74.4,0,3.713785841071537,0,0.5654770851135253,1.3804435729980468e-05,0,1.3804435729980468e-05,0,0,0
13.5,0,91.4,0,111.9754163655402,0,441.0,0,104.5861448539392,0,980.2343910217284,166439224.2434857,0,166439224.2434857,0,0,0
5.5,0,93.6,0,89.30690476190478,0,183.2,0,43.12761976614249,0,96.58603870868684,0.0132472991943359,0,0.0132472991943359,0,0,0
13.5,0,116.8,0,254.0321671208049,0,1514.0,0,388.7861658485568,0,96.05538668632508,166429135.64297298,0,166429135.64297298,0,0,0
9.5,0,105.46,0,111.34099884558164,0,296.39,0,76.53331672213048,0,73.20059316873551,83244331.23384395,0,83244331.23384395,0,0,0
13.5,0,58.0,0,56.66245719364914,0,58.0,0,1.8673692975159144,0,0.0,166421191.2329639,0,166421191.2329639,0,0,0
13.5,0,66.8,0,165.86279861693177,0,1212.0,0,284.5375830702017,0,4.099725723266602,166430891.98569432,0,166430891.98569432,0,0,0
5.5,0,91.4,0,77.4904365079365,0,143.6,0,35.00977307236002,0,155.48071110248566,0.0091921091079711,0,0.0091921091079711,0,0,0
13.5,0,818.6,0,693.8270591182124,0,1494.0,0,697.2026559561913,0,30.11353845596313,166430720.918163,0,166430720.918163,0,0,0
5.5,0,86.6,0,77.66888888888889,0,120.6,0,21.6715948431892,0,30.08138930797577,0.0176696062088012,0,0.0176696062088012,0,0,0
9.5,0,282.31,0,226.83262734590824,0,1188.92,0,347.26786051366054,0,147.10910570383072,83241754.6622041,0,83241754.6622041,0,0,0
13.5,0,102.9,0,86.4450550107787,0,215.2,0,42.36816416064119,0,14.98826253414154,166430614.67110118,0,166430614.67110118,0,0,0
13.5,0,145.1,0,137.08224483162178,0,378.0,0,120.36029332523184,0,2602.7323141098022,166437926.91366783,0,166437926.91366783,0,0,0
13.5,0,574.7,0,153.6666213018148,0,945.2,0,213.33709722703344,0,14.576980471611025,166429145.6958689,0,166429145.6958689,0,0,0
9.5,0,110.86,0,95.8726639621129,0,313.23,0,76.82150198616499,0,510.6125687098504,83243253.15015665,0,83243253.15015665,0,0,0
5.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0356993436813354,3.991127014160157e-05,0,3.991127014160157e-05,0,0,0
13.5,0,81.0,0,133.4454842358364,0,312.0,0,80.13808883709565,0,80.61760396957398,166429021.3673778,0,166429021.3673778,0,0,0
13.5,0,366.5,0,177.85848237031286,0,422.3,0,120.2949951327914,0,164.5195617198944,166430849.34668407,0,166430849.34668407,0,0,0
9.5,0,431.02,0,472.5677615560825,0,1643.36,0,553.5282540299117,0,37.42057067394256,83241647.00734043,0,83241647.00734043,0,0,0
5.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.115282392501831,0.0014720916748046,0,0.0014720916748046,0,0,0
5.5,0,152.3,0,123.876626984127,0,247.8,0,71.41825522682447,0,42.47252480983734,0.0150979042053222,0,0.0150979042053222,0,0,0
5.5,0,140.5,0,124.37027777777776,0,238.8,0,75.49890305298473,0,1.662776732444763,0.00137939453125,0,0.00137939453125,0,0,0
13.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0025876998901367,166430701.0913373,0,166430701.0913373,0,0,0
13.5,0,98.0,0,118.81052770586824,0,573.0,0,125.70293248685884,0,81.84206669330597,166421726.3507014,0,166421726.3507014,0,0,0
9.5,0,334.37,0,314.0181692795938,0,1113.08,0,402.5833209674908,0,124.53108709335328,83241753.29207599,0,83241753.29207599,0,0,0
9.5,0,83.44,0,75.2039138308372,0,157.73,0,30.365275804242884,0,285.5175149488449,83243670.19891717,0,83243670.19891717,0,0,0
9.5,0,297.29,0,292.68343946718056,0,1075.17,0,299.0446752604915,0,26.056555132865903,83242140.14953305,0,83242140.14953305,0,0,0
5.5,0,120.0,0,126.79857142857142,0,485.2,0,152.188511325758,0,0.4826534271240234,0.0044457912445068,0,0.0044457912445068,0,0,0
13.5,0,71.6,0,67.25689861909675,0,71.6,0,2.241336973745386,0,0.010407280921936,166430918.45601553,0,166430918.45601553,0,0,0
5.5,0,55.2,0,54.2588888888889,0,55.2,0,0.4818864772080827,0,0.0397467851638793,0.0003670930862426,0,0.0003670930862426,0,0,0
13.5,0,94.2,0,102.33840189308457,0,230.0,0,58.91140419812683,0,154.1178202867508,166429096.9069923,0,166429096.9069923,0,0,0
13.5,0,62.8,0,58.61512039903681,0,62.8,0,1.3761046741945466,0,0.06592698097229,166430954.0531465,0,166430954.0531465,0,0,0
9.5,0,929.68,0,977.725992109026,0,2718.52,0,922.9029374669576,0,0.523222200870514,83243082.10532245,0,83243082.10532245,0,0,0
5.5,0,58.0,0,58.0,0,58.0,0,0.0,0,0.0,5.028247833251953e-05,0,5.028247833251953e-05,0,0,0
