srcNumPackets,dstNumPackets,srcPayloadSize,dstPayloadSize,srcAvgPayloadSize,dstAvgPayloadSize,srcMaxPayloadSize,dstMaxPayloadSize,srcStdDevPayloadSize,dstStdDevPayloadSize,flowDuration,srcAvgInterarrivalTime,dstAvgInterarrivalTime,avgInterarrivalTime,srcStdDevInterarrivalTime,dstStdDevInterarrivalTime,stdDevInterarrivalTime
9.5,0,55.82,0,54.18363157894737,0,57.52,0,0.7761199812104962,0,0.0,83068287.30836943,0,83068287.30836943,0,0,0
9.5,0,50.0,0,50.0,0,50.0,0,0.0,0,0.0082986974716186,83103025.74191555,0,83103025.74191555,0,0,0
9.5,0,54.75,0,54.7536618857149,0,63.75,0,2.5724738732895345,0,0.0,83067383.02065058,0,83067383.02065058,0,0,0
9.5,0,42.0,0,42.0,0,42.0,0,0.0,0,0.0,83132138.12577055,0,83132138.12577055,0,0,0
9.5,0,42.0,0,42.0,0,42.0,0,0.0,0,0.0,83128499.50470579,0,83128499.50470579,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83076437.41004215,0,83076437.41004215,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83093394.5723193,0,83093394.5723193,0,0,0
9.5,0,42.0,0,42.0,0,42.0,0,0.0,0,0.0,83150256.34187827,0,83150256.34187827,0,0,0
9.5,0,50.0,0,50.0,0,50.0,0,0.0,0,0.0783107614517212,83106437.95243077,0,83106437.95243077,0,0,0
9.5,0,55.92,0,54.67094618900192,0,63.8,0,2.283087714799857,0,0.0600822210311889,83076194.95842022,0,83076194.95842022,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83072251.5911081,0,83072251.5911081,0,0,0
9.5,0,42.0,0,42.0,0,42.0,0,0.0,0,0.0,83124539.58579163,0,83124539.58579163,0,0,0
9.5,0,44.8,0,43.61801447434575,0,67.2,0,6.1529909915252325,0,0.0303769612312316,83149577.73019864,0,83149577.73019864,0,0,0
9.5,0,50.0,0,50.0,0,50.0,0,0.0,0,0.0676790952682495,83102026.28496447,0,83102026.28496447,0,0,0
9.5,0,42.0,0,42.0,0,42.0,0,0.0,0,0.0,83149586.37673801,0,83149586.37673801,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83076985.1972112,0,83076985.1972112,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83068544.31320083,0,83068544.31320083,0,0,0
9.5,0,42.0,0,42.0,0,42.0,0,0.0,0,0.0,83124767.64331989,0,83124767.64331989,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83076425.3707053,0,83076425.3707053,0,0,0
9.5,0,50.0,0,50.0,0,50.0,0,0.0,0,0.1647595143318176,83102806.51807697,0,83102806.51807697,0,0,0
9.5,0,42.0,0,42.0,0,42.0,0,0.0,0,0.0,83150248.67629354,0,83150248.67629354,0,0,0
9.5,0,50.1,0,50.17644063238104,0,51.7,0,0.4985582968640113,0,0.1055052638053894,83102299.75819024,0,83102299.75819024,0,0,0
9.5,0,54.99,0,56.57176226057225,0,72.81,0,5.897417614536832,0,0.0,83089223.32310724,0,83089223.32310724,0,0,0
9.5,0,42.18,0,42.06231191950464,0,43.08,0,0.2514784772991325,0,0.0,83128549.26042211,0,83128549.26042211,0,0,0
9.5,0,42.0,0,42.0,0,42.0,0,0.0,0,0.0,83150695.16557035,0,83150695.16557035,0,0,0
9.5,0,50.0,0,50.0,0,50.0,0,0.0,0,0.2878739738464355,83123802.34278396,0,83123802.34278396,0,0,0
9.5,0,54.06,0,54.03467173873598,0,54.54,0,0.131849806961255,0,0.0,83037113.15365458,0,83037113.15365458,0,0,0
9.5,0,50.0,0,50.0,0,50.0,0,0.0,0,0.0417664790153503,83123821.22928518,0,83123821.22928518,0,0,0
9.5,0,42.0,0,42.0,0,42.0,0,0.0,0,0.0,83128683.06839007,0,83128683.06839007,0,0,0
9.5,0,42.32,0,42.28156240457169,0,45.84,0,0.9917588001609512,0,0.0,83128378.78180927,0,83128378.78180927,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83072297.98185414,0,83072297.98185414,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83076434.87922892,0,83076434.87922892,0,0,0
9.5,0,50.39,0,50.39477142443899,0,53.45,0,1.0448910179288484,0,0.4845124745368958,83123811.61718725,0,83123811.61718725,0,0,0
9.5,0,42.84,0,42.20853895768834,0,44.1,0,0.6238734954337608,0,0.0008608293533325,83124534.63453844,0,83124534.63453844,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83089120.28934085,0,83089120.28934085,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83067380.24124652,0,83067380.24124652,0,0,0
9.5,0,50.0,0,50.0,0,50.0,0,0.0,0,0.091117308139801,83098546.91057763,0,83098546.91057763,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83034052.53645831,0,83034052.53645831,0,0,0
9.5,0,54.4,0,54.345120393882006,0,58.6,0,1.1954778106371022,0,0.0108387184143066,83088973.5805326,0,83088973.5805326,0,0,0
9.5,0,42.16,0,42.09245796996262,0,43.44,0,0.3515994852300133,0,0.0,83132293.33735268,0,83132293.33735268,0,0,0
9.5,0,42.0,0,42.0,0,42.0,0,0.0,0,0.0,83149706.29730326,0,83149706.29730326,0,0,0
9.5,0,50.0,0,50.0,0,50.0,0,0.0,0,0.0821293878555297,83123804.1125577,0,83123804.1125577,0,0,0
9.5,0,50.0,0,50.0,0,50.0,0,0.0,0,0.027466173171997,83097602.30105469,0,83097602.30105469,0,0,0
9.5,0,51.8,0,54.67593138285864,0,84.2,0,10.72257748097606,0,1.076193392276764,83106187.51144747,0,83106187.51144747,0,0,0
9.5,0,54.0,0,54.0,0,54.0,0,0.0,0,0.0,83093993.54026476,0,83093993.54026476,0,0,0
