srcNumPackets,dstNumPackets,srcPayloadSize,dstPayloadSize,srcAvgPayloadSize,dstAvgPayloadSize,srcMaxPayloadSize,dstMaxPayloadSize,srcStdDevPayloadSize,dstStdDevPayloadSize,flowDuration,srcAvgInterarrivalTime,dstAvgInterarrivalTime,avgInterarrivalTime,srcStdDevInterarrivalTime,dstStdDevInterarrivalTime,stdDevInterarrivalTime
9.5,0,592.0,0,592.0,0,592.0,0,0.0,0,0.0,83677463.1103366,0,83677463.1103366,0,0,0
9.5,0,536.76,0,561.6955590628842,0,578.0,0,23.03456446290145,0,0.0,83586025.83473629,0,83586025.83473629,0,0,0
9.5,0,554.0,0,554.0,0,554.0,0,0.0,0,2.4111230063438414,83784816.98059636,0,83784816.98059636,0,0,0
9.5,0,578.0,0,578.0,0,578.0,0,0.0,0,0.0,83647249.01446661,0,83647249.01446661,0,0,0
9.5,0,592.0,0,592.0,0,592.0,0,0.0,0,0.0,83702838.69770782,0,83702838.69770782,0,0,0
9.5,0,573.17,0,565.452917455996,0,578.0,0,28.77224957395244,0,4.06026840209961e-06,83663695.29727082,0,83663695.29727082,0,0,0
9.5,0,578.0,0,578.0,0,578.0,0,0.0,0,0.0,83663887.91824213,0,83663887.91824213,0,0,0
9.5,0,592.0,0,592.0,0,592.0,0,0.0,0,0.0,83677100.20204073,0,83677100.20204073,0,0,0
9.5,0,591.98,0,591.999,0,592.0,0,0.0043588989435406,0,0.0,83676907.06721991,0,83676907.06721991,0,0,0
9.5,0,547.7,0,548.6895650022922,0,572.82,0,40.56972969613602,0,0.0003398299217224,83573787.68058497,0,83573787.68058497,0,0,0
9.5,0,569.18,0,574.7520492776058,0,578.0,0,12.937718153950764,0,0.0,83647030.05113328,0,83647030.05113328,0,0,0
9.5,0,578.0,0,578.0,0,578.0,0,0.0,0,0.0,83573918.22305818,0,83573918.22305818,0,0,0
9.5,0,554.0,0,554.0,0,554.0,0,0.0,0,0.95522775888443,83784778.66564389,0,83784778.66564389,0,0,0
9.5,0,592.0,0,592.0,0,592.0,0,0.0,0,0.0,83677362.70502865,0,83677362.70502865,0,0,0
9.5,0,544.26,0,543.5067300251349,0,554.0,0,24.288572882194067,0,3.808106360435486,83784590.74017432,0,83784590.74017432,0,0,0
9.5,0,288.03,0,329.5700606508645,0,1511.14,0,460.2723345635207,0,1.581238362789154,83586098.99884127,0,83586098.99884127,0,0,0
9.5,0,557.58,0,558.9192362877061,0,578.0,0,46.80842313776726,0,0.0,83650863.65888315,0,83650863.65888315,0,0,0
9.5,0,592.0,0,592.0,0,592.0,0,0.0,0,0.0,83693805.08830562,0,83693805.08830562,0,0,0
9.5,0,554.0,0,554.0,0,554.0,0,0.0,0,0.3623116064071655,83767561.6528957,0,83767561.6528957,0,0,0
9.5,0,573.0,0,567.5113017142816,0,578.0,0,27.28493744715572,0,0.0142958402633666,83581720.60031204,0,83581720.60031204,0,0,0
9.5,0,586.98,0,588.6427675560593,0,592.0,0,12.4745823812776,0,0.0500064396858215,83694082.64100727,0,83694082.64100727,0,0,0
9.5,0,549.06,0,541.1671660937102,0,554.0,0,29.42751819778985,0,1.2638081979751588,83784705.29514484,0,83784705.29514484,0,0,0
9.5,0,554.0,0,554.0,0,554.0,0,0.0,0,1.3112209725379944,83759304.95550455,0,83759304.95550455,0,0,0
9.5,0,554.0,0,554.0,0,554.0,0,0.0,0,0.4281145215034485,83789299.52125606,0,83789299.52125606,0,0,0
9.5,0,572.82,0,575.8368014275886,0,578.0,0,8.571045707530043,0,0.0,83647252.01389469,0,83647252.01389469,0,0,0
9.5,0,578.0,0,578.0,0,578.0,0,0.0,0,0.0,83646764.99291003,0,83646764.99291003,0,0,0
9.5,0,578.0,0,578.0,0,578.0,0,0.0,0,0.0,83663869.51061316,0,83663869.51061316,0,0,0
9.5,0,554.0,0,554.0,0,554.0,0,0.0,0,2.9874998784065245,83707269.2453253,0,83707269.2453253,0,0,0
9.5,0,563.23,0,568.1310076974539,0,592.0,0,45.98779417099907,0,0.0808332586288452,83702406.36802723,0,83702406.36802723,0,0,0
9.5,0,578.0,0,578.0,0,578.0,0,0.0,0,0.0,83646622.25314514,0,83646622.25314514,0,0,0
9.5,0,554.0,0,554.0,0,554.0,0,0.0,0,0.1944310855865478,83784564.3300985,0,83784564.3300985,0,0,0
9.5,0,592.0,0,592.0,0,592.0,0,0.0,0,0.0,83693850.6677127,0,83693850.6677127,0,0,0
9.5,0,550.6,0,553.83,0,554.0,0,0.7410128204019145,0,3.1310573196411133,83789030.94001077,0,83789030.94001077,0,0,0
9.5,0,524.67,0,527.1174888704777,0,592.0,0,100.8702427428438,0,0.0004960417747497,83698525.03904672,0,83698525.03904672,0,0,0
9.5,0,554.0,0,554.0,0,554.0,0,0.0,0,2.689737584590912,83789119.49780926,0,83789119.49780926,0,0,0
9.5,0,578.0,0,578.0,0,578.0,0,0.0,0,0.0,83574167.86686656,0,83574167.86686656,0,0,0
9.5,0,534.71,0,530.7824722823186,0,549.12,0,42.34591825189912,0,0.1215316605567932,83789019.13436131,0,83789019.13436131,0,0,0
9.5,0,549.44,0,553.5319999999999,0,554.0,0,2.012062724035902,0,0.7372669363021851,83784624.93906923,0,83784624.93906923,0,0,0
9.5,0,592.0,0,592.0,0,592.0,0,0.0,0,0.0,83693898.9569933,0,83693898.9569933,0,0,0
9.5,0,554.0,0,554.0,0,554.0,0,0.0,0,0.8248279523849488,83763051.93448979,0,83763051.93448979,0,0,0
8.680851063829786,0,578.2553191489362,0,578.0713644248293,0,579.2765957446809,0,0.293019274691979,0,0.0,71126784.40411925,0,71126784.40411925,0,0,0
9.5,0,592.0,0,592.0,0,592.0,0,0.0,0,0.0,83693837.6370947,0,83693837.6370947,0,0,0
9.5,0,544.5,0,526.661473257135,0,549.06,0,54.311381149595874,0,38.44260686874389,83759151.2953792,0,83759151.2953792,0,0,0
9.5,0,554.0,0,554.0,0,554.0,0,0.0,0,3.860586211681366,83789196.49757563,0,83789196.49757563,0,0,0
9.5,0,582.67,0,586.6540503519958,0,592.0,0,18.446849667099777,0,0.000111448764801,83698549.41329311,0,83698549.41329311,0,0,0
9.5,0,586.68,0,588.9257724987431,0,592.0,0,11.690682883897944,0,0.0,83702654.0270091,0,83702654.0270091,0,0,0
9.5,0,546.2,0,545.2511926123412,0,554.0,0,25.668393805233126,0,3.8507153940200807,83759142.94051766,0,83759142.94051766,0,0,0
9.5,0,554.0,0,554.0,0,554.0,0,0.0,0,3.626162838935852,83759104.42788574,0,83759104.42788574,0,0,0
9.5,0,578.0,0,578.0,0,578.0,0,0.0,0,0.0,83581805.58784689,0,83581805.58784689,0,0,0
9.5,0,562.76,0,544.188060679087,0,586.66,0,88.56718552692777,0,0.0670459985733032,83681269.7916946,0,83681269.7916946,0,0,0
9.5,0,549.06,0,550.2022692683134,0,554.0,0,13.757784255679551,0,1.9139813208580017,83711504.92708719,0,83711504.92708719,0,0,0
9.5,0,554.28,0,554.5873671040004,0,559.04,0,1.5279564970407205,0,0.3762399435043335,83707376.86578052,0,83707376.86578052,0,0,0
9.055555555555555,0,578.0,0,578.0,0,578.0,0,0.0,0,0.0,46470698.95313919,0,46470698.95313919,0,0,0
