srcNumPackets,dstNumPackets,srcPayloadSize,dstPayloadSize,srcAvgPayloadSize,dstAvgPayloadSize,srcMaxPayloadSize,dstMaxPayloadSize,srcStdDevPayloadSize,dstStdDevPayloadSize,flowDuration,srcAvgInterarrivalTime,dstAvgInterarrivalTime,avgInterarrivalTime,srcStdDevInterarrivalTime,dstStdDevInterarrivalTime,stdDevInterarrivalTime
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,3e-06,0.003,0.0,0.0015,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,5e-06,0.005,0.0,0.0025,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,5e-06,0.005,0.0,0.0025,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,2e-06,0.002,0.0,0.001,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,3e-06,0.003,0.0,0.0015,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,4e-06,0.004,0.0,0.002,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,5e-06,0.005,0.0,0.0025,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,3e-06,0.003,0.0,0.0015,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,3e-06,0.003,0.0,0.0015,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,3e-06,0.003,0.0,0.0015,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,7e-06,0.007,0.0,0.0035,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,7e-06,0.007,0.0,0.0035,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,3e-06,0.003,0.0,0.0015,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,8e-06,0.008,0.0,0.004,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,3e-06,0.003,0.0,0.0015,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,9e-06,0.009,0.0,0.0045,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,3e-06,0.003,0.0,0.0015,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,3e-06,0.003,0.0,0.0015,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,6e-06,0.006,0.0,0.003,0.0,0.0,0.0
2,0,200,0,100,0,100,0,0,0,3e-06,0.003,0.0,0.0015,0.0,0.0,0.0
