srcNumPackets,dstNumPackets,srcPayloadSize,dstPayloadSize,srcAvgPayloadSize,dstAvgPayloadSize,srcMaxPayloadSize,dstMaxPayloadSize,srcStdDevPayloadSize,dstStdDevPayloadSize,flowDuration,srcAvgInterarrivalTime,dstAvgInterarrivalTime,avgInterarrivalTime,srcStdDevInterarrivalTime,dstStdDevInterarrivalTime,stdDevInterarrivalTime
13.5,0,142.5,0,80.14128049539039,0,248.0,0,54.23931754506399,0,79.95687754154206,166601430.3117539,0,166601430.3117539,0,0,0
13.5,0,66.0,0,80.51233944890679,0,295.0,0,59.3486223534221,0,3.066794776916504,166601332.1324684,0,166601332.1324684,0,0,0
13.5,0,930.0,0,2333.2234815751845,0,4434.0,0,1376.1467650476338,0,0.6921657085418701,166601417.5989489,0,166601417.5989489,0,0,0
13.5,0,102.5,0,212.2574262558048,0,790.0,0,233.35018803139792,0,47.10962398052216,166601427.13201812,0,166601427.13201812,0,0,0
13.5,0,1806.0,0,1161.9492209708076,0,4288.0,0,1491.126388653204,0,0.5573467254638672,166601417.5850374,0,166601417.5850374,0,0,0
13.5,0,924.9,0,560.1143834231643,0,1494.0,0,668.2882800657612,0,7.76042149066925,166601387.6161905,0,166601387.6161905,0,0,0
5.5,0,81.1,0,92.89313492063492,0,199.5,0,52.71719453184729,0,869.1419290542602,0.0073573112487792,0,0.0073573112487792,0,0,0
5.5,0,100.1,0,123.95309523809524,0,214.0,0,53.41632988844159,0,167.6118243932724,0.0238633155822753,0,0.0238633155822753,0,0,0
13.5,0,297.1,0,226.7665764318241,0,1122.0,0,358.3959450364865,0,21.23385779857636,166601299.158079,0,166601299.158079,0,0,0
5.5,0,111.7,0,91.5459523809524,0,230.0,0,54.27421954703264,0,0.3166606187820434,0.0065121889114379,0,0.0065121889114379,0,0,0
13.5,0,80.8,0,201.91711578969705,0,1122.0,0,274.07846112824325,0,78.45918047428131,166601410.63695532,0,166601410.63695532,0,0,0
5.5,0,588.1,0,564.0628968253968,0,1122.0,0,437.62845519154337,0,0.2373888492584228,0.0014501094818115,0,0.0014501094818115,0,0,0
13.5,0,90.8,0,91.76617712353008,0,230.0,0,48.990321209650645,0,80.68858959674836,166601372.4476477,0,166601372.4476477,0,0,0
13.5,0,90.2,0,82.98640456292932,0,215.6,0,40.38852535242755,0,235.67172555923463,166601358.64288893,0,166601358.64288893,0,0,0
13.5,0,402.2,0,144.21561889520868,0,618.0,0,147.67841077845023,0,272.0030730724335,166601320.67048413,0,166601320.67048413,0,0,0
13.5,0,64.4,0,58.626305647396975,0,91.6,0,10.608720210327592,0,153.40105361938475,166601358.35436052,0,166601358.35436052,0,0,0
13.5,0,174.9,0,219.0896754114479,0,1066.0,0,347.9472589751918,0,34.83596291542053,166601320.82588053,0,166601320.82588053,0,0,0
5.5,0,99.8,0,83.3736507936508,0,142.2,0,28.3674006742089,0,233.59515771865844,0.0201104164123535,0,0.0201104164123535,0,0,0
13.5,0,113.5,0,187.27999184424107,0,1122.0,0,275.2547620060621,0,6.090879678726196,166601430.0068527,0,166601430.0068527,0,0,0
13.5,0,418.0,0,133.30257997936016,0,774.0,0,217.21647965723955,0,0.8293627262115478,166601386.00171298,0,166601386.00171298,0,0,0
5.5,0,75.0,0,66.9,0,75.0,0,2.7,0,47.24110050201416,0.0168629169464111,0,0.0168629169464111,0,0,0
