srcNumPackets,dstNumPackets,srcPayloadSize,dstPayloadSize,srcAvgPayloadSize,dstAvgPayloadSize,srcMaxPayloadSize,dstMaxPayloadSize,srcStdDevPayloadSize,dstStdDevPayloadSize,flowDuration,srcAvgInterarrivalTime,dstAvgInterarrivalTime,avgInterarrivalTime,srcStdDevInterarrivalTime,dstStdDevInterarrivalTime,stdDevInterarrivalTime
5.5,0,1949.5,0,1383.3684523809525,0,3541.2,0,1231.771826295283,0,29.5632164478302,0.0033692836761474,0,0.0033692836761474,0,0,0
13.5,0,81.9,0,100.63358519447527,0,340.0,0,75.99781247359577,0,34.43815469741821,166521297.9600573,0,166521297.9600573,0,0,0
13.5,0,63.6,0,372.87113743368775,0,1514.0,0,571.4319912300059,0,48.33636200428009,166522778.4173835,0,166522778.4173835,0,0,0
13.5,0,1128.6,0,1179.0340579660278,0,1392.0,0,483.992187979656,0,1.2457968950271607,166522717.47277611,0,166522717.47277611,0,0,0
5.5,0,1388.4,0,1978.4876190476189,0,4116.4,0,1084.4952039036657,0,37.81226272583008,0.0011146068572998,0,0.0011146068572998,0,0,0
13.5,0,66.0,0,124.58437491816748,0,935.0,0,215.82410368455905,0,20.87353990077973,166517454.064555,0,166517454.064555,0,0,0
5.5,0,103.6,0,93.4623015873016,0,146.4,0,38.82249181769714,0,78.91762046813965,0.0095976114273071,0,0.0095976114273071,0,0,0
5.5,0,619.4,0,663.134365079365,0,1254.0,0,529.1610425209426,0,36.30588738918304,0.0142352104187011,0,0.0142352104187011,0,0,0
5.5,0,63.6,0,65.32349206349207,0,66.0,0,1.6063248964124484,0,43.2523508310318,0.0028268814086914,0,0.0028268814086914,0,0,0
5.5,0,806.4,0,1313.5614285714285,0,2672.4,0,753.7404471931544,0,86.42311887741089,0.0007012128829956,0,0.0007012128829956,0,0,0
5.5,0,73.4,0,57.46619047619048,0,73.4,0,6.424296515680541,0,0.8100708723068237,0.000900912284851,0,0.000900912284851,0,0,0
5.5,0,660.7,0,414.4819444444444,0,991.0,0,423.66652471997423,0,3.095283436775208,0.0057253122329711,0,0.0057253122329711,0,0,0
13.5,0,94.5,0,658.7746581578896,0,1514.0,0,692.2769739394419,0,0.0611443042755126,166517921.6798909,0,166517921.6798909,0,0,0
